url,domain_name,url_fragments,excessive_subdomains,numeric_domain,tld,domain_length,path_length,punycode,percent_chars,at_chars,dash_chars,question_chars,and_chars,equal_chars,plus_chars,underscore_chars,shannon_entropy,label
https://sourceforge.net/projects/vscm/,sourceforge.net,6,False,False,net,15,8,True,0,0,0,0,0,0,0,0,3.323231428797621,0
https://en.wikipedia.org/wiki/Aldus_Corporation,en.wikipedia.org,5,True,False,org,16,4,True,0,0,0,0,0,0,0,1,3.452819531114783,0
https://members.tripod.com/dbcreation/,members.tripod.com,5,True,False,com,18,10,True,0,0,0,0,0,0,0,0,3.4613201402110083,0
https://cubic.wlu.ca/homepage.php?grp_id=1432,cubic.wlu.ca,4,True,False,ca,12,24,True,0,0,0,1,0,1,0,1,2.8553885422075336,0
https://www.protect-me.com/asc/,www.protect-me.com,5,True,False,com,18,3,True,0,0,1,0,0,0,0,0,3.239097917988786,0
https://www.inmatrix.com/zplayer/,www.inmatrix.com,5,True,False,com,16,7,True,0,0,0,0,0,0,0,0,3.327819531114783,0
https://l-lists.com/en/lists/lv2azk.html,l-lists.com,6,False,False,com,11,2,True,0,0,1,0,0,0,0,0,3.095795255000934,0
https://gomobile.ie/parthenaise.html,gomobile.ie,4,False,False,ie,11,16,True,0,0,0,0,0,0,0,0,2.913977073182752,0
https://www.unisoftplus.com/uspexpress/,www.unisoftplus.com,5,True,False,com,19,10,True,0,0,0,0,0,0,0,0,3.5766176449086653,0
https://sourceforge.net/projects/mh-e/,sourceforge.net,6,False,False,net,15,8,True,0,0,1,0,0,0,0,0,3.323231428797621,0
https://www.uri.edu/hss/tmd/,www.uri.edu,6,True,False,edu,11,3,True,0,0,0,0,0,0,0,0,2.663532754804255,0
https://www.itjungle.com/tfh/tfhindex.html,www.itjungle.com,5,True,False,com,16,3,True,0,0,0,0,0,0,0,0,3.577819531114783,0
https://tools.ietf.org/html/rfc2987,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://tools.ietf.org/html/rfc3148,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://www.helpware.net/htmlhelp/how_to_merge.htm,www.helpware.net,5,True,False,net,16,8,True,0,0,0,0,0,0,0,2,3.077819531114783,0
https://www.brainjar.com/dhtml/menubar/demo.html,www.brainjar.com,6,True,False,com,16,5,True,0,0,0,0,0,0,0,0,3.327819531114783,0
https://www.selway.org/spservices/publicrelations/pr.htm,www.selway.org,6,True,False,org,14,10,True,0,0,0,0,0,0,0,0,3.09306920777189,0
https://www.maximumedge.com/search/cobrand.shtml,www.maximumedge.com,5,True,False,com,19,6,True,0,0,0,0,0,0,0,0,3.3660913291191905,0
https://www.kaymac.co.za/001index.htm,www.kaymac.co.za,4,True,False,co.za,16,12,True,0,0,0,0,0,0,0,0,2.9834585933443494,0
https://www2.salzburg.info/congress.php,www2.salzburg.info,4,True,True,info,18,12,True,0,0,0,0,0,0,0,0,3.794653473544342,0
https://www.f1online.de/international/,www.f1online.de,5,True,True,de,15,13,True,0,0,0,0,0,0,0,0,3.1898980954642875,0
https://home.neopets.com/templates/homepage.phtml?pet_name=Snowfrost,home.neopets.com,5,True,False,com,16,9,True,0,0,0,1,0,1,0,1,3.1556390622295662,0
https://tools.ietf.org/html/rfc1414,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://www.clublambpage.com/tolle/,www.clublambpage.com,5,True,False,com,20,5,True,0,0,0,0,0,0,0,0,3.4841837197791885,0
https://java.sun.com/developer/onlineTraining/JSPIntro/,java.sun.com,7,True,False,com,12,9,True,0,0,0,0,0,0,0,0,3.2516291673878226,0
https://cafxx.strayorange.com/ImageTweak,cafxx.strayorange.com,4,True,False,com,21,10,True,0,0,0,0,0,0,0,0,3.6897037321995474,0
https://www.mindspring.com/~lindend/corejmf/,www.mindspring.com,6,True,False,com,18,8,True,0,0,0,0,0,0,0,0,3.4613201402110083,0
https://sourceforge.net/projects/libspider/,sourceforge.net,6,False,False,net,15,8,True,0,0,0,0,0,0,0,0,3.323231428797621,0
https://research.sun.com/self/,research.sun.com,5,True,False,com,16,4,True,0,0,0,0,0,0,0,0,3.375,0
https://www.hsc.fr/ressources/outils/filterrules/index.html.en,www.hsc.fr,7,True,False,fr,10,10,True,0,0,0,0,0,0,0,0,2.6464393446710157,0
https://www.microsoft.com/mspress/books/2137.asp,www.microsoft.com,6,True,False,com,17,7,True,0,0,0,0,0,0,0,0,3.175123135113461,0
https://www.servlets.com/engines/,www.servlets.com,5,True,False,com,16,7,True,0,0,0,0,0,0,0,0,3.327819531114783,0
https://www.science.uva.nl/events/HPCN2001/,www.science.uva.nl,6,True,False,nl,18,6,True,0,0,0,0,0,0,0,0,3.30827083453526,0
https://www.ranches.org/corsino.html,www.ranches.org,4,True,False,org,15,12,True,0,0,0,0,0,0,0,0,3.323231428797621,0
https://www.nhplace.com/kent/PS/About-PS.html,www.nhplace.com,6,True,False,com,15,4,True,0,0,1,0,0,0,0,0,3.3232314287976203,0
https://stackoverflow.com/feeds/tag/node.js,stackoverflow.com,6,False,False,com,17,5,True,0,0,0,0,0,0,0,0,3.6901165175936654,0
https://www.mobileways.de/WAP/index.html,www.mobileways.de,5,True,False,de,17,3,True,0,0,0,0,0,0,0,0,3.3815804883091634,0
https://tools.ietf.org/html/rfc1751,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://www.stelling.nl/simpos/amway_mlm.htm,www.stelling.nl,5,True,False,nl,15,6,True,0,0,0,0,0,0,0,1,3.0062389286533895,0
https://www.wired.com/politics/law/news/2002/03/50761,www.wired.com,9,True,False,com,13,8,True,0,0,0,0,0,0,0,0,2.931208948910323,0
https://www.payscale.com/salary-survey/vid-3730/fid-6886,www.payscale.com,6,True,False,com,16,13,True,0,0,3,0,0,0,0,0,3.327819531114783,0
https://perldoc.perl.org/index-modules-A.html,perldoc.perl.org,4,True,False,org,16,20,True,0,0,2,0,0,0,0,0,3.077819531114783,0
https://www.vitanuova.com/inferno/limbo.html,www.vitanuova.com,5,True,False,com,17,7,True,0,0,0,0,0,0,0,0,3.337175341123077,0
https://firstmonday.org/issues/issue4_12/bezroukov/index.html,firstmonday.org,7,False,False,org,15,6,True,0,0,0,0,0,0,0,1,3.6402239289418516,0
https://www.centralconnector.com/GAMES/SORRY.html,www.centralconnector.com,5,True,False,com,24,5,True,0,0,0,0,0,0,0,0,3.323934896284056,0
https://www2.dsu.nodak.edu/users/mberg/assembly/numbers/Numbers.html,www2.dsu.nodak.edu,8,True,True,edu,18,5,True,0,0,0,0,0,0,0,0,3.266332639970623,0
https://tools.ietf.org/html/rfc246,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://www.mayang.com/textures/,www.mayang.com,5,True,False,com,14,8,True,0,0,0,0,0,0,0,0,3.039148671903071,0
https://www.angelfire.com/scifi/WilliamWallace/,www.angelfire.com,6,True,False,com,17,5,True,0,0,0,0,0,0,0,0,3.572469458770136,0
https://www.cs.tut.fi/staff/pk/scheme/psd/article/article.html,www.cs.tut.fi,9,True,False,fi,13,5,True,0,0,0,0,0,0,0,0,2.8150724101159437,0
https://www.freewebs.com/juliadowns/,www.freewebs.com,5,True,False,com,16,10,True,0,0,0,0,0,0,0,0,3.077819531114783,0
https://www.philm.demon.co.uk/RPGs/SwashApps.html,www.philm.demon.co.uk,5,True,False,co.uk,21,4,True,0,0,0,0,0,0,0,0,3.5944656369614516,0
https://www.conknet.com/~proscore/,www.conknet.com,5,True,False,com,15,9,True,0,0,0,0,0,0,0,0,3.056564762130954,0
https://tools.ietf.org/html/rfc1549,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://tools.ietf.org/html/rfc2908,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://www.itu.int/terminology/index.html,www.itu.int,5,True,False,int,11,11,True,0,0,0,0,0,0,0,0,2.481714572986073,0
https://www.cs.technion.ac.il/~erez/ismm06/,www.cs.technion.ac.il,6,True,False,ac.il,21,5,True,0,0,0,0,0,0,0,0,3.368042422572715,0
https://dasher.wustl.edu/tinker/,dasher.wustl.edu,5,True,False,edu,16,6,True,0,0,0,0,0,0,0,0,3.375,0
https://msdn.microsoft.com/en-us/library/aa480029.aspx,msdn.microsoft.com,6,True,False,com,18,5,True,0,0,1,0,0,0,0,0,3.3082708345352603,0
https://thehouseofcards.com/retail/skipbo.html,thehouseofcards.com,5,False,False,com,19,6,True,0,0,0,0,0,0,0,0,3.576617644908665,0
https://www.wolfram.com/products/applications/mathcodef90/,www.wolfram.com,7,True,False,com,15,8,True,0,0,0,0,0,0,0,0,2.973557262275185,0
https://www.dance.ne.jp/~mcr/englishsite.html,www.dance.ne.jp,5,True,False,ne.jp,15,4,True,0,0,0,0,0,0,0,0,3.006238928653389,0
https://www.benton.org/publibrary/toolkits/community.html,www.benton.org,6,True,False,org,14,10,True,0,0,0,0,0,0,0,0,3.039148671903071,0
https://www.lavoisier.fr/notice/fr099387.html,www.lavoisier.fr,5,True,False,fr,16,6,True,0,0,0,0,0,0,0,0,3.327819531114783,0
https://www.mauricewatts.com/vba/index.html,www.mauricewatts.com,5,True,False,com,20,3,True,0,0,0,0,0,0,0,0,3.4219280948873623,0
https://www.oldskool.org/guides/tvdog/,www.oldskool.org,6,True,False,org,16,6,True,0,0,0,0,0,0,0,0,2.952819531114783,0
https://www.jasperassistant.com/jasperviewer.html,www.jasperassistant.com,4,True,False,com,23,17,True,0,0,0,0,0,0,0,0,3.5883543471732335,0
https://www.createconline.com/studios/,www.createconline.com,5,True,False,com,21,7,True,0,0,0,0,0,0,0,0,3.4273334938982645,0
https://www.bcl.hamilton.ie/~barak/oaklisp/,www.bcl.hamilton.ie,6,True,False,ie,19,6,True,0,0,0,0,0,0,0,0,3.536886723742166,0
https://www.ocinside.de/index_e.html,www.ocinside.de,4,True,False,de,15,12,True,0,0,0,0,0,0,0,1,3.0565647621309546,0
https://www.ec21.net/gli,www.ec21.net,4,True,True,net,12,3,True,0,0,0,0,0,0,0,0,2.8553885422075336,0
https://www.web62.com/engl/fashion/pomp.html,www.web62.com,6,True,True,com,13,4,True,0,0,0,0,0,0,0,0,2.931208948910323,0
https://store.jumpeye.com/cpicker/,store.jumpeye.com,5,True,False,com,17,7,True,0,0,0,0,0,0,0,0,3.4548223999466066,0
https://www.angelfire.com/ky3/mycartoondollz/index.html,www.angelfire.com,6,True,False,com,17,3,True,0,0,0,0,0,0,0,0,3.572469458770136,0
https://tools.ietf.org/html/rfc1372,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://news.cnet.com/2100-1040-235558.html,news.cnet.com,4,True,False,com,13,21,True,0,0,2,0,0,0,0,0,3.085055102756477,0
https://olympiads.win.tue.nl/ioi95/,olympiads.win.tue.nl,5,True,False,nl,20,5,True,0,0,0,0,0,0,0,0,3.7841837197791883,0
https://www.trnmag.com/Stories/2003/042303/Nanocomputer_skips_clock_042303.html,www.trnmag.com,7,True,False,com,14,7,True,0,0,0,0,0,0,0,3,3.182005814760214,0
https://xml.coverpages.org/iso639a.html,xml.coverpages.org,4,True,False,org,18,12,True,0,0,0,0,0,0,0,0,3.6143694458867563,0
https://www.javaworld.com/javaworld/jw-04-1999/jw-04-toolbox_p.html,www.javaworld.com,6,True,False,com,17,9,True,0,0,4,0,0,0,0,1,3.2639334294856344,0
https://community-2.webtv.net/@HH!4E!15!7EFBB4798523/doriedew/doc29/,community-2.webtv.net,7,True,True,net,21,22,True,0,1,1,0,0,0,0,0,3.7849418274376423,0
https://www.devguru.com/Technologies/ecmascript/quickref/javascript_index.html,www.devguru.com,7,True,False,com,15,12,True,0,0,0,0,0,0,0,1,3.3232314287976203,0
https://adalog.pagesperso-orange.fr/compo/debug.htm,adalog.pagesperso-orange.fr,5,True,False,fr,27,5,True,0,0,1,0,0,0,0,0,3.5319412055466586,0
https://www.grognard.com/sub17.html,www.grognard.com,4,True,False,com,16,10,True,0,0,0,0,0,0,0,0,3.202819531114783,0
https://tools.ietf.org/html/rfc2089,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://www.validome.org/grammar/,www.validome.org,5,True,False,org,16,7,True,0,0,0,0,0,0,0,0,3.452819531114783,0
https://world.std.com/~swmcd/steven/perl/,world.std.com,7,True,False,com,13,6,True,0,0,0,0,0,0,0,0,3.238901256602631,0
https://www.usenix.org/events/bytopic/security.html,www.usenix.org,6,True,False,org,14,6,True,0,0,0,0,0,0,0,0,3.3248629576173574,0
https://www.downport.com/bard/,www.downport.com,5,True,False,com,16,4,True,0,0,0,0,0,0,0,0,3.077819531114783,0
https://www.csse.monash.edu.au/~lloyd/tildeProgLang/Algol68/,www.csse.monash.edu.au,7,True,False,edu.au,22,6,True,0,0,0,0,0,0,0,0,3.3908054820769813,0
https://www.i360hosting.com/default.asp,www.i360hosting.com,4,True,True,com,19,11,True,0,0,0,0,0,0,0,0,3.6818808028034016,0
https://www.lakeontario.net/yld/,www.lakeontario.net,5,True,False,net,19,3,True,0,0,0,0,0,0,0,0,3.3660913291191923,0
https://www.ssec.wisc.edu/~paulv/Fortran90/Utility/,www.ssec.wisc.edu,7,True,False,edu,17,6,True,0,0,0,0,0,0,0,0,2.822181958642873,0
https://www.youtube.com/watch?v=7FjX7r5icV8,www.youtube.com,4,True,False,com,15,19,True,0,0,0,1,0,1,0,0,3.189898095464287,0
https://www.singularsys.com/jep/,www.singularsys.com,5,True,False,com,19,3,True,0,0,0,0,0,0,0,0,3.642149881636903,0
https://www.teambuildingusa.com/murder-mystery-team-building-activity.asp,www.teambuildingusa.com,4,True,False,com,23,41,True,0,0,4,0,0,0,0,0,3.882045108136863,0
https://www.itreviews.co.uk/software/s264.htm,www.itreviews.co.uk,5,True,False,co.uk,19,8,True,0,0,0,0,0,0,0,0,3.366091329119191,0
https://www.mvd.com/wordexpress/index.htm,www.mvd.com,5,True,False,com,11,11,True,0,0,0,0,0,0,0,0,2.663532754804255,0
https://stats.bls.gov/ore/htm_papers/st960160.htm,stats.bls.gov,6,True,False,gov,13,3,True,0,0,0,0,0,0,0,1,3.0269868333592873,0
https://vpavlu.plain.at/REBOL/tutorial/,vpavlu.plain.at,6,True,False,at,15,5,True,0,0,0,0,0,0,0,0,3.056564762130954,0
https://news.cnet.com/8301-13860_3-10317591-56.html,news.cnet.com,4,True,False,com,13,29,True,0,0,3,0,0,0,0,1,3.085055102756477,0
https://www.complang.tuwien.ac.at/projects/forth.html,www.complang.tuwien.ac.at,5,True,False,ac.at,25,8,True,0,0,0,0,0,0,0,0,3.5736606896881855,0
https://www.gearheadforhire.com/gearvolt/index.php,www.gearheadforhire.com,5,True,False,com,23,8,True,0,0,0,0,0,0,0,0,3.555533151426996,0
https://www.gbgames.com/blog/,www.gbgames.com,5,True,False,com,15,4,True,0,0,0,0,0,0,0,0,3.1898980954642866,0
https://tools.ietf.org/html/rfc1054,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://slashdot.org/story/99/10/07/151221/Dirty-Domains,slashdot.org,9,False,False,org,12,5,True,0,0,1,0,0,0,0,0,3.2516291673878226,0
https://www.xs4all.nl/~perseus/,www.xs4all.nl,5,True,True,nl,13,8,True,0,0,0,0,0,0,0,0,2.8150724101159437,0
https://www.cotton.org/journal/1998-02/2/upload/jcs02-091.pdf,www.cotton.org,8,True,False,org,14,7,True,0,0,2,0,0,0,0,0,2.8423709931771093,0
https://www.gov.bc.ca/eia/,www.gov.bc.ca,5,True,False,bc.ca,13,3,True,0,0,0,0,0,0,0,0,2.8150724101159437,0
https://www.panix.com/~sos/bc/guill.html,www.panix.com,6,True,False,com,13,4,True,0,0,0,0,0,0,0,0,3.180832987205441,0
https://swlucylawless.tripod.com/BrendaSchad.htm,swlucylawless.tripod.com,4,True,False,com,24,15,True,0,0,0,0,0,0,0,0,3.855388542207534,0
"https://management.silicon.com/government/0,39024677,39126602,00.htm",management.silicon.com,5,True,False,com,22,10,True,0,0,0,0,0,0,0,0,3.4817145729860735,0
https://www.javaworld.com/javaworld/jw-05-2002/jw-0503-java101.html,www.javaworld.com,6,True,False,com,17,9,True,0,0,4,0,0,0,0,0,3.2639334294856344,0
https://math.uni-heidelberg.de/logic/merkle/merkle.html,math.uni-heidelberg.de,6,True,False,de,22,5,True,0,0,1,0,0,0,0,0,3.73215889136457,0
https://www.gregorybraun.com/MIRV2000.html,www.gregorybraun.com,4,True,False,com,20,13,True,0,0,0,0,0,0,0,0,3.5464393446710156,0
https://robertpanderson.com/cobol1.html,robertpanderson.com,4,False,False,com,19,11,True,0,0,0,0,0,0,0,0,3.5368867237421666,0
https://opengl.org/resources/benchmarks/,opengl.org,6,False,False,org,10,9,True,0,0,0,0,0,0,0,0,2.9219280948873623,0
https://articles.sitepoint.com/article/application-development-cakephp,articles.sitepoint.com,5,True,False,com,22,7,True,0,0,2,0,0,0,0,0,3.572623663895164,0
https://www.autoreplying.com/index.htm,www.autoreplying.com,4,True,False,com,20,9,True,0,0,0,0,0,0,0,0,3.884183719779189,0
https://www.nytimes.com/2001/03/19/technology/19BAEN.html,www.nytimes.com,8,True,False,com,15,4,True,0,0,0,0,0,0,0,0,3.32323142879762,0
https://www.devx.com/getHelpOn/Door/10678,www.devx.com,6,True,False,com,12,9,True,0,0,0,0,0,0,0,0,3.0220552088742,0
https://www.sysandorg.it/crm_eng/,www.sysandorg.it,5,True,False,it,16,7,True,0,0,0,0,0,0,0,1,3.452819531114783,0
https://exodus.physics.ucla.edu/appleseed/dev/Developer.html,exodus.physics.ucla.edu,6,True,False,edu,23,9,True,0,0,0,0,0,0,0,0,3.6424896731661263,0
https://dhost.info/zabrodskyvlada/aat/index.html,dhost.info,6,False,False,info,10,14,True,0,0,0,0,0,0,0,0,3.121928094887362,0
https://www.webmasterworld.com/forum21/,www.webmasterworld.com,5,True,False,com,22,7,True,0,0,0,0,0,0,0,0,3.4771752334356236,0
https://www-csag.ucsd.edu/projects/comm/fm.html,www-csag.ucsd.edu,6,True,False,edu,17,8,True,0,0,1,0,0,0,0,0,3.2195282822995477,0
https://www.irt.org/articles/js135/,www.irt.org,6,True,False,org,11,8,True,0,0,0,0,0,0,0,0,2.663532754804255,0
https://www.envent.co.uk/live/content.php?Item_ID=78,www.envent.co.uk,5,True,False,co.uk,16,4,True,0,0,0,1,0,1,0,1,3.1556390622295662,0
https://tools.ietf.org/html/rfc2334,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://www.kclee.de/clemens/java/javancss/,www.kclee.de,7,True,False,de,12,7,True,0,0,0,0,0,0,0,0,2.6258145836939115,0
https://amp8.com/english/,amp8.com,5,False,True,com,8,7,True,0,0,0,0,0,0,0,0,2.75,0
https://www.ioccc.org/years.html,www.ioccc.org,4,True,False,org,13,10,True,0,0,0,0,0,0,0,0,2.6612262562697895,0
https://www.compton.nu/wimpmon.html,www.compton.nu,4,True,False,nu,14,12,True,0,0,0,0,0,0,0,0,3.039148671903071,0
https://www.phrozensmoke.com/projects/phpaint/,www.phrozensmoke.com,6,True,False,com,20,8,True,0,0,0,0,0,0,0,0,3.546439344671015,0
https://www.alentus.com/hosting/sharepoint.asp,www.alentus.com,5,True,False,com,15,7,True,0,0,0,0,0,0,0,0,3.4565647621309536,0
https://standards.iso.org/ittf/PubliclyAvailableStandards/,standards.iso.org,6,True,False,org,17,4,True,0,0,0,0,0,0,0,0,3.219528282299548,0
https://stommel.tamu.edu/~baum/linux-meta.html,stommel.tamu.edu,5,True,False,edu,16,5,True,0,0,1,0,0,0,0,0,3.202819531114783,0
https://people.redhat.com/otaylor/corba/orbit.html,people.redhat.com,6,True,False,com,17,7,True,0,0,0,0,0,0,0,0,3.4548223999466066,0
https://tools.ietf.org/html/rfc191,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://members.chello.hu/szekany.andras/,members.chello.hu,5,True,False,hu,17,14,True,0,0,0,0,0,0,0,0,3.337175341123077,0
https://www.robotwisdom.com/web/value.html,www.robotwisdom.com,5,True,False,com,19,3,True,0,0,0,0,0,0,0,0,3.1952959344962157,0
https://www.w3.org/TR/xslt-xquery-serialization/,www.w3.org,6,True,True,org,10,2,True,0,0,2,0,0,0,0,0,2.321928094887362,0
https://news.cnet.com/2100-1023-244397.html,news.cnet.com,4,True,False,com,13,21,True,0,0,2,0,0,0,0,0,3.085055102756477,0
https://www.justask.ee/?lang=en,www.justask.ee,4,True,False,ee,14,8,True,0,0,0,1,0,1,0,0,3.039148671903071,0
https://www.mvps.org/emorcillo/,www.mvps.org,5,True,False,org,12,9,True,0,0,0,0,0,0,0,0,3.0220552088742,0
https://java.sun.com/docs/books/jls/,java.sun.com,7,True,False,com,12,4,True,0,0,0,0,0,0,0,0,3.2516291673878226,0
https://www.indiaexpress.com/greetings/,www.indiaexpress.com,5,True,False,com,20,9,True,0,0,0,0,0,0,0,0,3.6841837197791887,0
https://tools.ietf.org/html/rfc959,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://www.cs.unc.edu/~faith/khepera.html,www.cs.unc.edu,5,True,False,edu,14,6,True,0,0,0,0,0,0,0,0,2.8423709931771084,0
https://www.swtech.com/corba/,www.swtech.com,5,True,False,com,14,5,True,0,0,0,0,0,0,0,0,2.950212064914747,0
https://www.cluedup.com/hxsql/,www.cluedup.com,5,True,False,com,15,5,True,0,0,0,0,0,0,0,0,3.1898980954642875,0
https://tools.ietf.org/html/rfc1087,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://www.dps.state.la.us/lgcb/,www.dps.state.la.us,5,True,False,la.us,19,4,True,0,0,0,0,0,0,0,0,3.11583409216322,0
https://www.eastgate.com/Tinderbox/,www.eastgate.com,5,True,False,com,16,9,True,0,0,0,0,0,0,0,0,3.202819531114783,0
https://hsi.web.cern.ch/HSI/fcs/process/sbus.htm,hsi.web.cern.ch,7,True,False,ch,15,3,True,0,0,0,0,0,0,0,0,3.1898980954642875,0
https://www.greenbuildingsupply.com/Public/Home/index.cfm,www.greenbuildingsupply.com,6,True,False,com,27,6,True,0,0,0,0,0,0,0,0,3.986187965046304,0
https://www.atomenabled.org/atom.xml,www.atomenabled.org,4,True,False,org,19,8,True,0,0,0,0,0,0,0,0,3.5766176449086653,0
https://www.pottsoft.com/home/stl/stl.htmlx,www.pottsoft.com,6,True,False,com,16,4,True,0,0,0,0,0,0,0,0,2.9834585933443494,0
https://www.ml-electronics.co.uk/embedded_systems.htm,www.ml-electronics.co.uk,4,True,False,co.uk,24,20,True,0,0,1,0,0,0,0,1,3.7406015629507228,0
https://www.cs.umanitoba.ca/~djc/personal/lynxfriend.html,www.cs.umanitoba.ca,6,True,False,ca,19,4,True,0,0,0,0,0,0,0,0,3.391892644680931,0
https://tools.ietf.org/html/rfc3195,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://www.rogersavage.co.uk/photography/,www.rogersavage.co.uk,5,True,False,co.uk,21,11,True,0,0,0,0,0,0,0,0,3.463280517810811,0
https://tools.ietf.org/html/rfc2455,tools.ietf.org,5,True,False,org,14,4,True,0,0,0,0,0,0,0,0,3.182005814760214,0
https://cgibin.erols.com/ziring/cgi-bin/cep/cep.pl,cgibin.erols.com,7,True,False,com,16,6,True,0,0,1,0,0,0,0,0,3.5,0
https://www.dcs.ed.ac.uk/home/tpcc/ML-Club/,www.dcs.ed.ac.uk,7,True,False,ac.uk,16,4,True,0,0,1,0,0,0,0,0,2.952819531114783,0
https://www.temporaldoorway.com/programming/cbuilder/index.htm,www.temporaldoorway.com,6,True,False,com,23,11,True,0,0,0,0,0,0,0,0,3.4800836951874485,0
